"CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio","Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1","Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2"
788107683,"Existing Customer",35,"M",4,"High School","Married","$40K - $60K","Blue",27,6,2,3,5325,1318,4007,1.045,1814,43,0.593,0.248,0.00019517,0.9998
713757633,"Existing Customer",65,"F",0,"Unknown","Married","$40K - $60K","Blue",56,3,2,4,7427,1303,6124,0.61,1596,42,0.909,0.175,0.00030803,0.99969
713279808,"Existing Customer",53,"M",2,"Unknown","Married","$60K - $80K","Blue",36,6,3,3,5619,1310,4309,1.276,1816,30,1.143,0.233,0.00033251,0.99967
712440483,"Existing Customer",54,"F",2,"Uneducated","Married","Less than $40K","Blue",44,3,1,3,5413,1836,3577,0.766,1164,43,0.593,0.339,9.5249e-05,0.9999
715078383,"Existing Customer",64,"F",0,"Graduate","Married","Unknown","Blue",36,3,1,3,7646,1010,6636,0.421,1667,47,0.469,0.132,7.9494e-05,0.99992
778399008,"Existing Customer",50,"M",0,"High School","Married","$80K - $120K","Blue",30,3,4,2,4252,0,4252,0.478,1598,45,0.324,0,0.00018134,0.99982
811534983,"Existing Customer",54,"F",3,"Graduate","Married","Less than $40K","Blue",49,5,2,4,2031,1069,962,0.87,1943,47,0.621,0.526,0.00033886,0.99966
719728383,"Existing Customer",38,"F",4,"Graduate","Married","Unknown","Blue",28,4,1,2,6861,1598,5263,2.103,2228,39,0.95,0.233,5.7762e-05,0.99994
718726833,"Existing Customer",39,"M",1,"High School","Married","$80K - $120K","Blue",28,4,2,4,3327,0,3327,1.089,1665,36,0.636,0,0.00029799,0.9997
780605508,"Existing Customer",53,"M",1,"Unknown","Married","$40K - $60K","Blue",41,5,1,3,2885,1433,1452,1.017,1170,23,0.769,0.497,9.5577e-05,0.9999
719450508,"Existing Customer",53,"M",2,"High School","Married","$120K +","Blue",41,4,3,3,7272,2037,5235,0.795,2333,56,0.697,0.28,0.00029408,0.99971
708488208,"Existing Customer",57,"F",3,"Uneducated","Married","Less than $40K","Blue",47,5,3,3,2515,1922,593,1.181,2231,58,0.611,0.764,0.00032275,0.99968
717206508,"Existing Customer",65,"F",0,"High School","Married","Less than $40K","Blue",36,3,2,2,2798,1806,992,0.765,1543,35,0.591,0.645,9.4951e-05,0.99991
807244983,"Existing Customer",65,"F",0,"College","Married","Less than $40K","Blue",56,6,1,2,1438.3,680,758.3,0.512,2283,55,0.571,0.473,4.595e-05,0.99995
809959683,"Existing Customer",55,"M",2,"College","Married","$80K - $120K","Blue",50,4,2,4,19159,2108,17051,0.69,1813,52,0.576,0.11,0.00031749,0.99968
715079208,"Existing Customer",54,"M",1,"College","Married","$80K - $120K","Blue",42,4,1,4,9642,2517,7125,0.614,1401,35,0.458,0.261,0.00014422,0.99986
709579383,"Existing Customer",58,"M",1,"Uneducated","Married","$80K - $120K","Blue",50,5,3,2,6978,1148,5830,1.645,1362,26,1,0.165,0.0001736,0.99983
781923483,"Existing Customer",53,"F",1,"College","Married","$40K - $60K","Blue",47,3,3,4,2459,1733,726,1.216,2309,62,0.632,0.705,0.00047091,0.99953
716169258,"Existing Customer",47,"F",5,"Graduate","Married","Less than $40K","Blue",39,3,3,4,7128,1560,5568,0.573,1468,44,0.76,0.219,0.00053272,0.99947
708212658,"Existing Customer",38,"F",3,"Graduate","Married","Less than $40K","Blue",18,6,3,2,2193,1260,933,0.886,1799,47,0.567,0.575,0.00018665,0.99981
756013833,"Existing Customer",57,"M",3,"Doctorate","Married","$80K - $120K","Blue",50,3,2,3,4522,1861,2661,0.957,1806,38,0.727,0.412,0.00028744,0.99971
719358333,"Existing Customer",36,"M",4,"Uneducated","Married","$40K - $60K","Blue",28,3,1,4,2157,574,1583,0.825,1663,33,0.32,0.266,0.00017042,0.99983
713735508,"Existing Customer",35,"M",3,"Uneducated","Married","$80K - $120K","Blue",25,3,1,2,11927,675,11252,0.574,1986,36,0.636,0.057,5.8763e-05,0.99994
805259733,"Existing Customer",55,"F",2,"Unknown","Married","Unknown","Blue",50,6,1,4,11341,0,11341,0.412,1731,46,0.586,0,0.00017371,0.99983
738749733,"Existing Customer",57,"F",4,"Doctorate","Married","Unknown","Blue",47,4,3,3,7345,1814,5531,0.472,1390,30,0.25,0.247,0.00045905,0.99954
814833408,"Existing Customer",56,"M",2,"Doctorate","Married","$60K - $80K","Blue",51,3,3,4,6036,1409,4627,0.56,1741,45,0.364,0.233,0.00074656,0.99925
818497758,"Existing Customer",54,"F",3,"Graduate","Married","Less than $40K","Blue",49,4,1,3,1906,1271,635,0.574,1343,37,0.682,0.667,9.6126e-05,0.9999
709991883,"Attrited Customer",53,"M",1,"Graduate","Married","$80K - $120K","Blue",42,2,1,2,6214,1147,5067,0.861,938,35,0.75,0.185,0.98102,0.01898
770901258,"Existing Customer",30,"F",1,"Graduate","Married","Less than $40K","Blue",17,3,1,3,1512,810,702,1.294,2558,44,0.571,0.536,8.6952e-05,0.99991
711499158,"Existing Customer",47,"M",2,"Uneducated","Married","$80K - $120K","Silver",38,4,3,4,34516,733,33783,1.229,3018,60,0.538,0.021,0.0004794,0.99952
720445533,"Existing Customer",60,"F",1,"College","Married","Less than $40K","Blue",53,4,3,3,3346,922,2424,0.913,1276,21,0.75,0.276,0.00027607,0.99972
714657108,"Existing Customer",37,"F",2,"Uneducated","Married","Less than $40K","Blue",28,5,2,4,6660,1362,5298,1.36,2660,51,0.759,0.205,0.00033577,0.99966
789048858,"Existing Customer",32,"F",1,"Post-Graduate","Married","Less than $40K","Blue",20,5,2,3,2234,1865,369,0.732,2115,59,0.439,0.835,0.00021143,0.99979
771816408,"Existing Customer",44,"F",4,"Uneducated","Married","Less than $40K","Blue",33,5,4,2,9671,704,8967,0.699,2955,66,0.941,0.073,0.0002344,0.99977
708216108,"Existing Customer",56,"F",1,"College","Married","$40K - $60K","Blue",44,5,1,4,4088,1557,2531,1.248,2250,39,0.857,0.381,0.00014422,0.99986
771653583,"Existing Customer",58,"M",1,"High School","Married","$60K - $80K","Blue",46,3,2,4,4188,1147,3041,1.042,1276,25,1.083,0.274,0.00029799,0.9997
717374358,"Existing Customer",33,"M",1,"Unknown","Married","$60K - $80K","Blue",22,3,3,0,3637,1998,1639,1.412,2161,56,0.931,0.549,6.846e-05,0.99993
818701383,"Existing Customer",37,"M",3,"High School","Married","$60K - $80K","Blue",32,6,2,2,2253,1667,586,0.884,1641,45,0.667,0.74,0.00011482,0.99989
768490458,"Attrited Customer",49,"M",2,"Uneducated","Married","$80K - $120K","Blue",43,1,3,3,5701,2517,3184,0.716,961,32,0.524,0.442,0.9968,0.00320374
751487358,"Existing Customer",39,"F",3,"Graduate","Married","Less than $40K","Blue",32,5,6,3,3221,0,3221,0.678,1765,40,0.6,0,0.00024781,0.99975
712742808,"Existing Customer",41,"F",3,"Uneducated","Married","Less than $40K","Blue",29,5,3,3,3022,1142,1880,0.403,1184,21,0.615,0.378,0.00032275,0.99968
794649858,"Existing Customer",58,"F",1,"Uneducated","Married","Less than $40K","Blue",39,3,3,3,2210,1624,586,0.627,1287,37,0.48,0.735,0.00029196,0.99971
755262933,"Existing Customer",56,"M",2,"Post-Graduate","Married","$60K - $80K","Blue",49,5,3,4,1438.3,0,1438.3,0.77,1446,38,0.81,0,0.00060712,0.99939
709541433,"Existing Customer",37,"M",2,"Graduate","Married","Less than $40K","Blue",36,3,3,4,2041,1687,354,0.677,1555,45,0.552,0.827,0.000516,0.99948
820622433,"Existing Customer",39,"M",1,"High School","Married","$120K +","Blue",34,4,2,2,3250,1698,1552,0.767,2006,58,0.568,0.522,0.00010386,0.9999
767269908,"Existing Customer",36,"M",2,"College","Married","$120K +","Blue",29,6,3,2,3158,0,3158,1.209,2973,63,0.969,0,0.00017488,0.99983
710927733,"Existing Customer",39,"M",1,"Unknown","Married","$80K - $120K","Blue",36,6,2,3,2899,1999,900,0.832,1687,35,0.591,0.69,0.00019751,0.9998
711310908,"Existing Customer",53,"F",4,"College","Married","Less than $40K","Blue",36,4,1,3,2972,2160,812,0.956,2552,62,0.676,0.727,9.4455e-05,0.99991
788862333,"Existing Customer",38,"F",3,"Uneducated","Married","Less than $40K","Blue",23,6,2,2,5645,0,5645,1.05,1527,32,0.455,0,0.00012144,0.99988
713194608,"Existing Customer",37,"M",2,"Graduate","Married","Less than $40K","Blue",36,6,3,2,2463,1751,712,0.854,2171,58,0.758,0.711,0.00017987,0.99982
793550958,"Existing Customer",47,"F",2,"Graduate","Married","Less than $40K","Blue",41,5,3,4,1438.3,0,1438.3,0.8,1501,40,0.739,0,0.000516,0.99948
713921058,"Existing Customer",55,"F",3,"High School","Married","Less than $40K","Blue",48,6,2,2,2897,1601,1296,0.878,1337,25,0.471,0.553,0.00011482,0.99989
715241583,"Existing Customer",34,"M",3,"High School","Married","$120K +","Blue",25,3,2,4,23959,2517,21442,0.926,1870,45,0.667,0.105,0.00032942,0.99967
710475408,"Existing Customer",33,"M",3,"High School","Married","$60K - $80K","Blue",25,5,2,2,14918,2028,12890,1.342,2171,35,1.059,0.136,0.00011482,0.99989
714547458,"Existing Customer",65,"M",0,"Graduate","Married","$40K - $60K","Blue",56,3,3,2,2297,0,2297,0.511,1941,51,0.417,0,0.00015435,0.99985
827631483,"Existing Customer",57,"M",1,"High School","Married","$80K - $120K","Blue",53,3,2,4,25058,1710,23348,0.613,2053,55,0.528,0.068,0.00029799,0.9997
711159108,"Attrited Customer",58,"F",0,"High School","Married","Less than $40K","Blue",36,3,2,2,7418,396,7022,0.826,911,26,1,0.053,0.98958,0.01042
789733008,"Existing Customer",39,"F",2,"High School","Married","Unknown","Blue",27,6,2,2,10723,1529,9194,1.426,2938,63,0.703,0.143,0.00011065,0.99989
714703158,"Existing Customer",39,"F",2,"High School","Married","Less than $40K","Blue",36,6,2,3,1578,760,818,0.709,2017,43,0.955,0.482,0.0001861,0.99981
710255208,"Existing Customer",60,"M",0,"Uneducated","Married","Less than $40K","Blue",49,4,2,4,2094,1560,534,0.537,1969,41,0.367,0.745,0.00028814,0.99971
779236083,"Existing Customer",37,"F",3,"High School","Married","Less than $40K","Blue",19,5,1,3,4138,0,4138,1.168,2420,50,0.613,0,9.3448e-05,0.99991
713438358,"Existing Customer",41,"F",4,"Graduate","Married","Unknown","Blue",30,3,1,2,5417,1904,3513,0.496,1768,56,0.556,0.351,5.7762e-05,0.99994
715973583,"Existing Customer",56,"M",3,"Uneducated","Married","$120K +","Blue",36,6,3,3,34516,1047,33469,0.61,1378,30,0.429,0.03,0.00032275,0.99968
794113758,"Existing Customer",60,"M",0,"High School","Married","$60K - $80K","Blue",54,6,1,2,9592,1968,7624,0.61,1821,55,0.447,0.205,4.5946e-05,0.99995
788210583,"Existing Customer",62,"M",0,"College","Married","$40K - $60K","Blue",54,3,3,4,1438.3,0,1438.3,0.795,1843,49,0.581,0,0.00043053,0.99957
717784983,"Existing Customer",41,"F",2,"Uneducated","Married","Less than $40K","Blue",33,3,3,3,3893,1157,2736,1.169,1536,39,0.773,0.297,0.00031104,0.99969
786557358,"Existing Customer",44,"F",1,"Unknown","Married","Less than $40K","Blue",38,5,2,4,3242,799,2443,0.459,1424,37,0.028,0.246,0.00033692,0.99966
718899708,"Existing Customer",55,"F",1,"College","Married","Unknown","Blue",36,6,3,2,17642,1846,15796,0.72,2148,54,0.862,0.105,0.00016415,0.99984
789314133,"Existing Customer",37,"M",1,"High School","Married","$60K - $80K","Blue",27,6,3,3,10320,1799,8521,0.75,1754,45,0.5,0.174,0.00027604,0.99972
713956308,"Existing Customer",65,"F",0,"Graduate","Married","Less than $40K","Blue",49,4,2,2,3297,2297,1000,0.744,1894,56,0.556,0.697,9.7673e-05,0.9999
711595833,"Existing Customer",46,"M",3,"College","Married","$60K - $80K","Blue",36,5,2,2,9981,807,9174,0.655,1456,30,0.667,0.081,0.00011483,0.99989
779521533,"Existing Customer",53,"M",2,"High School","Married","$120K +","Blue",36,5,3,3,3329,1092,2237,1.466,1978,33,0.833,0.328,0.00029408,0.99971
715225458,"Existing Customer",56,"F",1,"Uneducated","Married","Less than $40K","Blue",36,6,3,4,5991,1993,3998,0.673,1867,53,0.767,0.333,0.000498,0.9995
716487408,"Existing Customer",48,"M",3,"Graduate","Married","$40K - $60K","Blue",30,3,1,3,3235,2517,718,1.091,1637,43,0.87,0.778,9.6126e-05,0.9999
719338383,"Existing Customer",34,"M",2,"High School","Married","$120K +","Blue",21,3,3,3,6259,1063,5196,0.668,1836,50,0.515,0.17,0.00029408,0.99971
710523333,"Existing Customer",65,"M",0,"Graduate","Married","Less than $40K","Blue",56,6,3,2,2541,1616,925,0.417,1416,27,0.588,0.636,0.00015435,0.99985
787489083,"Existing Customer",55,"M",4,"Post-Graduate","Married","$80K - $120K","Blue",43,6,2,4,21351,2517,18834,0.818,1887,32,0.882,0.118,0.00040297,0.9996
720747633,"Existing Customer",32,"M",1,"Unknown","Married","$40K - $60K","Blue",36,3,2,4,8998,1471,7527,0.844,1931,48,0.371,0.163,0.00033692,0.99966
779480658,"Existing Customer",58,"F",4,"Graduate","Married","Unknown","Blue",42,3,3,4,10247,1600,8647,0.63,1754,44,0.692,0.156,0.00054115,0.99946
711498258,"Existing Customer",54,"M",3,"High School","Married","$120K +","Blue",42,6,3,2,20311,1655,18656,0.431,1266,34,0.308,0.081,0.00018145,0.99982
778734108,"Existing Customer",36,"M",3,"Uneducated","Married","$60K - $80K","Blue",16,4,5,4,1686,1252,434,0.575,1758,42,1.1,0.743,0.00061486,0.99939
716773533,"Existing Customer",33,"M",3,"Graduate","Married","$60K - $80K","Blue",36,5,1,3,1726,1215,511,1.175,1712,48,0.548,0.704,9.6126e-05,0.9999
822130683,"Existing Customer",61,"M",0,"Graduate","Married","$80K - $120K","Blue",56,4,2,4,8420,1389,7031,0.522,1114,34,0.545,0.165,0.00028024,0.99972
717268458,"Existing Customer",61,"M",0,"Graduate","Married","$60K - $80K","Blue",49,4,3,4,3352,1713,1639,0.657,1952,50,0.667,0.511,0.00044282,0.99956
789415983,"Existing Customer",36,"M",3,"Graduate","Married","$60K - $80K","Blue",27,4,3,2,12397,1001,11396,0.756,1888,42,0.448,0.081,0.00018665,0.99981
719819958,"Existing Customer",34,"M",2,"Uneducated","Married","$40K - $60K","Blue",26,5,1,4,1438.3,708,730.3,1.212,2243,43,0.483,0.492,0.00016249,0.99984
716615583,"Existing Customer",61,"F",1,"High School","Married","Less than $40K","Blue",51,3,3,3,1795,794,1001,0.953,1834,59,1.107,0.442,0.00027604,0.99972
781131483,"Existing Customer",55,"M",2,"High School","Married","$80K - $120K","Blue",47,3,1,4,5741,1894,3847,1.111,2170,51,0.962,0.33,0.00015363,0.99985
719101908,"Existing Customer",51,"F",1,"Graduate","Married","Unknown","Blue",39,4,3,3,2002,1248,754,0.502,1585,40,0.905,0.623,0.00028395,0.99972
778855383,"Existing Customer",36,"F",5,"High School","Married","Less than $40K","Blue",17,3,1,3,1438.3,0,1438.3,1.028,1975,40,0.6,0,9.2974e-05,0.99991
779722308,"Attrited Customer",45,"F",3,"High School","Married","$40K - $60K","Blue",30,5,2,2,12355,0,12355,0.912,1044,28,0.273,0,0.99137,0.00863
818926833,"Existing Customer",34,"F",3,"College","Married","$40K - $60K","Blue",29,4,1,2,2000,0,2000,0.782,1944,42,0.75,0,5.5564e-05,0.99994
713371233,"Existing Customer",43,"F",1,"Graduate","Married","Less than $40K","Silver",31,5,1,2,11583,631,10952,0.714,3320,55,0.774,0.054,4.6711e-05,0.99995
778426608,"Existing Customer",52,"M",4,"Graduate","Married","$80K - $120K","Blue",32,4,3,3,1438.3,702,736.3,0.805,1805,53,0.606,0.488,0.00031726,0.99968
713823033,"Attrited Customer",31,"F",2,"Unknown","Married","Unknown","Blue",20,3,1,2,8149,0,8149,0.331,808,30,0.111,0,0.98375,0.01625
787515333,"Attrited Customer",40,"M",3,"Uneducated","Married","$80K - $120K","Blue",29,3,2,3,3616,1151,2465,0.687,820,21,0.75,0.318,0.99513,0.00487126
718444233,"Existing Customer",45,"M",3,"Graduate","Married","$60K - $80K","Blue",25,3,3,2,9791,1311,8480,0.704,1649,59,0.513,0.134,0.00018665,0.99981
710819733,"Attrited Customer",56,"M",3,"Graduate","Married","$120K +","Blue",36,5,1,1,12211,0,12211,0.642,903,29,0.526,0,0.9718,0.0282
772155108,"Existing Customer",62,"F",0,"High School","Married","Less than $40K","Blue",51,6,3,4,1438.3,0,1438.3,0.702,1445,38,0.31,0,0.00043049,0.99957
798796233,"Existing Customer",37,"F",3,"High School","Married","$40K - $60K","Blue",31,5,3,3,1586,1038,548,0.973,1724,24,0.714,0.654,0.00030516,0.99969
783364233,"Existing Customer",59,"M",0,"Graduate","Married","$40K - $60K","Blue",53,3,2,3,4241,0,4241,0.607,1798,45,0.731,0,0.00016428,0.99984
772236108,"Existing Customer",40,"F",1,"Graduate","Married","Unknown","Blue",29,5,1,3,8398,1892,6506,0.861,1489,29,0.526,0.225,8.6952e-05,0.99991
715684308,"Existing Customer",42,"F",4,"Graduate","Married","$40K - $60K","Blue",36,6,2,2,4008,1636,2372,0.637,1395,43,0.955,0.408,0.00011937,0.99988
709451508,"Existing Customer",63,"F",1,"High School","Married","Unknown","Blue",50,6,1,3,12766,0,12766,0.668,1191,28,0.647,0,8.453e-05,0.99992
713182458,"Existing Customer",53,"M",4,"High School","Married","$80K - $120K","Blue",43,3,1,2,16692,2446,14246,0.853,1288,29,0.45,0.147,5.6153e-05,0.99994
710624658,"Existing Customer",36,"F",2,"Uneducated","Married","Less than $40K","Blue",36,4,2,2,4066,1639,2427,1.749,3040,56,0.931,0.403,0.00011703,0.99988
716355783,"Existing Customer",36,"M",3,"Unknown","Married","$60K - $80K","Blue",30,5,2,3,13080,0,13080,0.685,1999,44,0.571,0,0.00021834,0.99978
714051033,"Existing Customer",55,"F",0,"Graduate","Married","Less than $40K","Blue",36,6,2,4,3615,1699,1916,0.576,1967,40,0.538,0.47,0.00028024,0.99972
794632308,"Existing Customer",40,"M",4,"Graduate","Married","$60K - $80K","Silver",25,5,3,2,28822,2517,26305,0.492,1504,35,0.296,0.087,0.00017045,0.99983
714787383,"Existing Customer",32,"F",0,"College","Married","Unknown","Blue",36,5,3,3,6715,1314,5401,0.987,1731,41,0.519,0.196,0.00025239,0.99975
714700158,"Existing Customer",53,"M",2,"Unknown","Married","$60K - $80K","Blue",46,3,2,3,6658,1761,4897,0.489,1309,40,0.6,0.264,0.00021042,0.99979
720497958,"Existing Customer",29,"M",1,"Graduate","Married","$80K - $120K","Blue",14,5,3,2,14853,0,14853,1.025,1800,41,0.519,0,0.00016883,0.99983
720920058,"Existing Customer",38,"M",2,"Graduate","Married","$60K - $80K","Blue",25,3,3,4,4800,1212,3588,1.254,2935,62,0.879,0.252,0.000516,0.99948
709855608,"Existing Customer",46,"F",4,"High School","Married","Less than $40K","Blue",36,3,3,4,1438.3,981,457.3,0.663,1114,33,0.65,0.682,0.00052608,0.99947
755953308,"Existing Customer",62,"F",0,"Post-Graduate","Married","$40K - $60K","Blue",55,6,1,4,2644,2207,437,0.866,1194,30,0.765,0.835,0.00015958,0.99984
812801958,"Existing Customer",55,"F",1,"Unknown","Married","Less than $40K","Blue",50,5,3,4,3566,1401,2165,0.903,2425,54,0.8,0.393,0.00053237,0.99947
714997683,"Existing Customer",56,"F",4,"Graduate","Married","Unknown","Blue",49,5,1,3,14915,1111,13804,0.846,1388,35,0.667,0.074,9.7154e-05,0.9999
709379283,"Existing Customer",39,"M",2,"Graduate","Married","$60K - $80K","Blue",27,3,1,4,13003,0,13003,0.877,1697,40,1.105,0,0.00015804,0.99984
711840408,"Existing Customer",64,"M",0,"College","Married","Less than $40K","Blue",55,5,3,4,2492,1424,1068,0.485,1375,30,0.364,0.571,0.00043053,0.99957
785328408,"Existing Customer",37,"F",4,"Graduate","Married","Less than $40K","Blue",31,5,2,3,1758,1180,578,0.744,2013,41,0.367,0.671,0.00020077,0.9998
719873808,"Existing Customer",34,"M",1,"College","Married","$60K - $80K","Blue",23,3,2,2,5510,1604,3906,0.551,1995,53,0.262,0.291,0.00010387,0.9999
720254883,"Existing Customer",65,"F",0,"High School","Married","$40K - $60K","Blue",46,6,1,3,5877,1697,4180,1.058,2494,58,0.706,0.289,7.7279e-05,0.99992
811980858,"Existing Customer",36,"M",0,"Graduate","Married","$60K - $80K","Blue",31,5,1,2,7667,0,7667,0.632,1501,35,0.667,0,4.7263e-05,0.99995
711330408,"Existing Customer",35,"F",2,"College","Married","$40K - $60K","Blue",24,4,1,3,2939,1865,1074,0.932,2077,47,0.679,0.635,9.0064e-05,0.99991
714580158,"Existing Customer",26,"M",0,"Post-Graduate","Married","$40K - $60K","Blue",36,6,1,4,2773,2080,693,0.695,3567,73,0.622,0.75,0.00015958,0.99984
720511608,"Existing Customer",38,"F",0,"Graduate","Married","Unknown","Blue",28,5,3,3,16049,799,15250,0.777,1989,33,0.571,0.05,0.0002596,0.99974
708913233,"Existing Customer",37,"M",1,"High School","Married","$40K - $60K","Blue",28,3,4,2,3601,1236,2365,0.726,1802,34,0.478,0.343,0.00019835,0.9998
788038383,"Existing Customer",33,"F",3,"Graduate","Married","Less than $40K","Blue",25,3,2,2,2307,1385,922,1.515,2440,48,0.846,0.6,0.00011811,0.99988
719905908,"Existing Customer",59,"M",1,"Uneducated","Married","$60K - $80K","Blue",36,4,3,3,3742,1175,2567,0.514,1505,31,0.824,0.314,0.00029196,0.99971
807044958,"Existing Customer",34,"M",3,"High School","Married","$40K - $60K","Blue",29,6,3,3,2937,869,2068,1.493,2171,45,0.875,0.296,0.00030516,0.99969
787643658,"Existing Customer",59,"M",0,"Graduate","Married","$60K - $80K","Blue",53,6,1,4,12554,2169,10385,0.529,1422,30,0.579,0.173,0.00013562,0.99986
779138883,"Existing Customer",50,"M",1,"Graduate","Married","$60K - $80K","Blue",34,6,3,4,4702,0,4702,0.578,1673,44,0.257,0,0.00048435,0.99952
778401033,"Existing Customer",32,"M",0,"High School","Married","$60K - $80K","Blue",13,3,3,4,14308,1889,12419,1.053,1659,39,1.167,0.132,0.00043049,0.99957
818375733,"Attrited Customer",51,"F",2,"College","Married","$40K - $60K","Blue",46,3,1,3,4882,695,4187,0.508,1544,44,0.517,0.142,0.98902,0.01098
711048783,"Existing Customer",41,"M",4,"Doctorate","Married","$80K - $120K","Blue",29,3,3,3,33405,0,33405,0.535,1345,34,0.619,0,0.00045905,0.99954
721415658,"Existing Customer",39,"F",1,"Graduate","Married","$40K - $60K","Blue",27,3,1,2,2700,2220,480,1.595,2901,59,1.36,0.822,5.1697e-05,0.99995
718623783,"Existing Customer",56,"M",2,"College","Married","$120K +","Blue",36,6,3,2,27157,1547,25610,0.487,1535,38,0.267,0.057,0.00017488,0.99983
709267308,"Existing Customer",62,"M",1,"Graduate","Married","$80K - $120K","Blue",49,3,1,2,2437,1400,1037,0.779,1651,32,1,0.574,5.1697e-05,0.99995
